id|enun|op1|op2|op3|op4|op5|resp|year|idimg
349|La hija de una anciana de 82 años nos consulta porque ha encontrado a su madre mucho más confusa de lo normal. La paciente está diagnosticada de enfermedad de Alzheimer en grado moderado tiene además fibrilación auricular, depresión y artrosis. Su tratamiento estable desde hace 3 años incluye digoxina, acenocumarol, fluoxetina desde hace 4 meses e ibuprofeno desde hace un mes por dolores articulares. A la exploración su tensión arterial es de 130/80 mm de Hg, la frecuencia cardiaca está en 48 lpm y la respiratoria en 18 por min. ¿Cuál de los siguientes es la causa más probable del aumento de la confusión?|Intoxicación digitálica.|Demencia por cuerpos de Lewy.|Progresión de la enfermedad de Alzheimer.|Toxicidad por Ibuprofeno.|Empeoramiento de la depresión.|1|2012|0
350|Un hombre de 64 años de edad con antecedentes de HTA y cardiopatía isquémica acude a urgencias por aparición de dolor torácico opresivo mientras veía la televisión. En la consulta de clasificación (Triage) de urgencias se detectan cifras de presión arterial 155/95 mm Hg y una saturación capilar de O2 de 95%. ¿Cuál es la conducta más correcta entre las que a continuación se citan?|Haremos un ECG en menos de 10 minutos.|Avisaremos al cardiólogo de guardia para la valoración del paciente.|Desde la consulta de Triage se le remitirá a la unidad coronaria.|Indicarle que vaya a la sala de espera. Le avisarán para la realización de pruebas.|Este paciente debe ser atendido en el box de emergencia vital (cuarto de shock).|1|2012|0
351|Una paciente de 53 años a la que hemos atendido por un dolor de rodilla -orientado como artrosis- entra a la consulta de forma brusca y de pie y en tono áspero exclama: "¡Estoy enfadado con usted! ¡Hay que ver! ¡Lo que me dio no me ha hecho nada estoy en un grito!". La mejor intervención nuestra es:|Esta medicación que le di es la mejor y más segura para la artrosis de rodilla.|Tome asiento y veré qué puedo hacer por usted.|Yo también estoy enfadado con usted por la forma en que me chilla, si me habla como persona seguro que nos entenderemos.|No sabe como lo siento, a veces ocurre, lo lamento de veras.|Haga el favor de salir y vuelva usted a entrar en la consulta de manera educada.|2|2012|0
352|Los familiares de un paciente recientemente dado de alta de un hospital solicitan al Servicio de Atención al Usuario del mismo la historia clínica completa de un paciente, sin especificar el motivo. ¿Cuál es la actitud adecuada?|El hospital tiene que facilitarla sin condiciones porque el propietario de la historia clínica es el paciente.|Los familiares no la pueden solicitar. Lo tiene que hacer el propio paciente.|El hospital no la facilitará porque la historia clínica de un paciente no puede salir del centro.|Se facilitará el informe de todas las exploraciones complementarias y los comentarios generados por los médicos responsables cuando éstos lo consideren oportuno.|Es necesario un requerimiento judicial para facilitar la información de una historia clínica.|2|2012|0
353|Para confirmar la sospecha clínica de cardiopatía congénita en un niño, usted solicitaría:|Requiere un cateterismo cardíaco y la angiografía son imprescindibles.|La realización de una TC o RM.|Es necesario realizar un ECG de 24 horas (Holter).|Basta con la anamnesis y exploración clínica.|Una RX Tórax, el E.C.G y la Ecocardiografía 2D.|5|2012|0
354|Un recién nacido de 37 semanas de edad gestacional, sin hallazgos patológicos en la ecografía prenatal, presenta en la exploración realizada en el paritorio un "stop" al paso de la sonda nasogástrica. La radiografía de tórax y abdomen muestra un bolsón esofágico atrésico, con una neumatización gastrointestinal normal. Tras evalución diagnóstica que descarta otras anomalías y encontrándose en situación respiratoria estable, se decide intervención quirúrgica. ¿En qué se basa la prioridad de intervenir a este paciente?|Por las malformaciones cardiacas frecuentemente asociadas.|Por la imposibilidad de deglutir la saliva.|Por el riesgo de neumonitis por aspiración.|Por la traqueomalacia asociada.|Por la imposibilidad de alimentación enteral.|3|2012|0
355|Niña de 12 años de edad, hija única de padres sanos no consanguíneos. No refieren antecedentes personales ni familiares de interés. En el examen clínico para iniciar una actividad deportiva, usted encuentra una discreta hepatomegalia de consistencia normal, por lo que solicita una analítica, en la que destaca una ASAT de 80 U/L, ALAT 105 U/L, proteinograma electroforético con todas las fracciones proteínas en rango normal y negatividad de la serología de virus hepatotropos. ¿Qué debería descartar y qué prueba indicaría para ello?|Mucoviscidosis. Deteminación de cloro en sudor.|Déficit de alfa 1 antitripsina. TAC torácico para confirmar enfisema.|Hepatitis autoinmune. Biopsia hepática.|Glucogenosis tipo VI (déficit d fosforilosa). Biopsia muscular.|Enfermedad de Wilson. Determinar ceruloplasmina y cobre en sangre y orina.|5|2012|0
356|Se define la pubarquia prematura como la aparición de vello pubiano antes de los 8 años en la niña y antes de los 9 en los niños. En relación con esta entidad, indique la respuesta verdadera:|Se asocia a mayor incidencia de hiperandrogenismo en la edad postpuberal.|En la mayoría de los casos requiere tratamiento.|La causa más frecuente es la hiperplasia suprarenal congénita.|Es el signo inicial más habitual de pubertad precoz central en la niña.|Se acompaña de una edad ósea retrasada.|1|2012|0
357|Niño de 2 años, en sus antecedentes personales destacan: 3 episodios de otitis media aguda, 1 meningitis meningocócica y 2 neumonías (una de lóbulo medio y otra de lóbulo superior izquierdo). Ha ingresado en 3 ocasiones por púrpura trombopénica (en tres ocasiones los anticuerpos antiplaquetas fueron negativos y en la médula ósea se observaban megocariocitos normales). Varios varones de la familia materna habían fallecido en la infancia por procesos infecciosos. En la exploración física presenta lesiones típicas de dermatitis atópica. En el estudio inmunológico destaca una leve disminución de subpoblaciones de linfocitos T; elevación de IgA e IgE; disminución de IgM y IgG en el límite inferior de la normalidad. ¿Cuál es el diagnóstico más probable?|Hipogammaglobulinemia transitoria de la infancia.|Inmunodeficiencia variable común.|Síndrome de Wiskott-Aldrich.|Síndrome hiper IgE.|Inmunodeficiencia combinada severa ligada al X.|3|2012|0
358|Ante un niño de 7 meses con fiebre e irritabilidad, fontanela abombada y un estudio de líquido cefalorraquídeo con 110 células/mm3 (75% linfocitos), proteínas 120 mg/dl y glucosa 28 mg/dl (glucemia sérica 89 mg/dl), ¿cuál es la sospecha diagnóstica más razonable?|Meningitis tuberculosa.|Síndrome de Guillain Barré.|Síndrome mononucleósico.|Meningitis vírica.|Meningitis bacteriana.|1|2012|0
359|La causa más frecuente de síndrome de dificultad respiratoria o enfermedad de membrana hialina en el recién nacido prematuro es:|El defecto de surfactante pulmonar por inmadurez.|Un neumotórax a tensión.|La escasa fuerza muscular.|Un síndrome de aspiración meconial.|Una infección respiratoria.|1|2012|0
360|Con respecto al síndrome nefrótico idiopático, señale la respuesta correcta:|La biopsia renal es necesaria en todos los pacientes, para poder establecer una orientación pronóstica e instaurar el tratamiento adecuado.|La dislipemia y la hipercoagulabilidad sanguínea son manifestaciones clínicas habituales en los pacientes con síndrome nefrótico.|La glomeruloesclerosis segmentaria y focal es la forma histológica que mejor responde al tratamiento con corticoides.|El tipo histológico más habitual es la hiperplasia mesangial difusa.|El síndrome nefrótico idiopático por lesiones mínimas (síndrome nefrótico de cambios mínimos) es más frecuente en los niños mayores de 8 años.|2|2012|0
361|Chico de 12 años obeso (87 kg). Refiere desde hace 4 meses dolor mécanico en muslo y rodilla derecha. A la exploración clínica se evidencia una discrepancia de la longitud de las extremidades inferiores de 1 cm y actitud de la extremidad inferior derecha en rotación externa con pérdida de la rotación interna. Debemos sospechar que presenta:|Secuelas de displasia del desarrollo de la cadera.|Epifisolisis capitis femoris.|Fractura del cuello femoral por sobrecarga.|Enfermedad de Perthes.|Artritis crónica juvenil.|2|2012|0
362|Paciente de 67 años con antecedente de menopausia a los 55 años, 3 gestaciones con 3 partos eutócicos, diabetes tipo 2 de 6 años de evolución, tratamiento con nifedipino por hipertensión arterial. Consulta por cuadro de metrorragia escasa intermitente de 2 meses de evolución. En la exploración ginecológica se aprecian unos genitales externos sin lesiones, un cérvix uterino de aspecto atrófico, un útero y anejos normales a la palpación y un estudio citológico de cérvix normal. En el estudio ecográfico transvaginal se aprecia un endometrio hiperecogénico de 7 mm. ¿Cuál de las siguientes pruebas es la más indicada y con mayor sensibilidad para establecer un diagnóstico?|Exploración bajo anestesia de aparato genital y biopsia de cérvix y endometrio.|Conización de cérvix.|Histeroscopia y biopsia de endometrio.|Resonancia nuclear magnética de pelvis.|Citología endometrial.|3|2012|0
363|El estudio WHI (Momens Health Initiative) puso de manifiesto que la terapia de reemplazo con estrógeno/progesterona oral en la menopausia produce mayor riesgo de padecer:|Síntomas vasomotores.|Aumento del colesterol LDL.|Diabetes mellitus.|Carcinoma colo-rectal.|Enfermedades vasculares.|5|2012|0
364|Una mujer de 42 años con implantes mamarios consulta por tumor palpable en cuadrantes internos de mama derecha. ¿Qué prueba de imagen debe indicarse para descartar un cáncer?|Mamografía.|Ecografía mamaria.|TAC.|Resonacia Magnética.|PET.|4|2012|0
365|La principal causa de aparición del cáncer de cuello uterino es:|Multiparidad.|Infección por ciertas cepas de virus del papiloma humano.|Tabaco.|Antecedente de displasia vaginal.|Inmunosupresión.|2|2012|0
366|Ante una mujer de 59 años que consulta por secreción hemática por el pezón derecho (unilateral), espontánea y uniorificial sin nodularidad palpable. ¿Cuál es el diagnóstico más probable?|Enfermedad de Paget del pezón.|La mamografía nos indicará el diagnóstico.|Dado el carácter hemático de la secreción el diagnóstico más probable es el de carcinoma ductal infiltrante.|Hiperprolactinemia tumoral.|Papiloma intraductal.|5|2012|0
367|Una mujer de 32 años asintomática consulta para una revisión en salud ginecológica porque desea quedarse embarazada. En dicha revisión se le detecta un mioma uterino de 4 cm en parte intramural y en parte subseroso situado en la cara anterior del útero y que no deforma la cavidad endometrial. ¿Qué actitud le recomendaría?|Embolización del mioma por cateterismo arterial.|Miomectomía por vía laparotómica.|Miomectomía por vía laparoscópica.|Intentar el embarazo sin ningún tratamiento previo.|Tratamiento con análogos de Gn-RH durante tres meses antes de intentar el embarazo.|4|2012|0
368|La cirugía histeroscópica permite el tratramiento de una gran variedad de patologías intrauterinas, excepto:|Algunas malformaciones.|Los miomas submucosos.|El embarazo tubárico.|Los pólipos endometriales.|Las hemorragias por hipertrofia endometrial.|3|2012|0
369|Señálese cuál de las siguientes formas neoplásicas del ovario no pertenece al grupo de los tumores del epitelio-estroma:|Carcinoma de células claras.|Tumor de Brenner.|Carcinoma seroso.|Tumor endometrioide.|Carcinoide.|5|2012|0
370|Paciente de 76 años de edad, paridad 3-0-1-3, con menopausia a los 52 años. Relata que desde hace al menos 4-5 años presenta prurito vulvar de intesidad variable que ha sido tratado algunas veces mediante automedicación y otras por indicación de su médico generalista con preparados tópicos (cremas y lavados). El prurito ha evolucionado así con intermitencias pero desde hace 3-4 meses nota además una pequeña tumoración en el labio mayor izquierdo de la vulva y de la que se producen pérdidas serohemáticas al roce desde hace unos días; por ello consulta al ginecólogo. Al interrogatorio refiere disuria ocasional y el estado general es bueno. ¿Cuál es el diagnóstico más probable en esta paciente?|Enfermedad de Paget de la vulva.|Carúncula uretral.|Herpes genital.|Granuloma crónico de la vulva.|Carcinoma vulvar escamoso.|5|2012|0
371|De los siguientes marcadores ecográficos, señale el que no se considera para el diagnóstico prenatal del primer trimestre de la gestación:|Regurgitación tricuspídea.|Hueso nasal.|Quiste del plexo coroideo.|Estudio del flujo en el ductus venoso.|Sonoluscencia nucal.|3|2012|0
372|¿Cuándo NO está indicado hacer profilaxis antibiótica durante el parto para la prevención de la infección neonatal por estreptococo del grupo B?.|En la embarazada con bacteriuria por estreptococo en el embarazo en curso.|En la embarazada con el antecedente de un recién nacido con infección por el estreptococo del grupo B.|En la cesárea programada en la gestante sin trabajo de parto y con membranas íntegras.|En la embarazada con screning positivo en vagina o recto en las 5 semanas previas al parto.|En la embarazada con cultivo desconocido o no realizado y parto pretérmino.|3|2012|0
